-0.74892630,-1.61985923,0.64719220,-1.36685165,-0.26105260,1.46080120,1.02057098,2.30402926,1.19673052,-0.07266510
0.48181106,-3.64212607,-0.86758755,-1.43311824,0.33741941,0.06603649,-0.21937101,-0.93892795,1.05378664,0.07732268
-0.79803530,-2.57004772,-1.89600890,-0.95568440,1.50215730,0.50725012,0.81267569,-1.63481388,1.85890120,1.03159534
-1.44549106,0.40820752,-1.36151245,0.76476623,1.14037957,0.70721787,0.19484314,-0.91355686,-1.85702380,-0.72835851
-0.87467046,-1.66186613,-1.34691308,-0.49038351,1.78588635,0.67183342,-1.19783364,-0.62895599,1.69476321,0.48131497
-1.97815620,-2.17168026,-0.80713096,0.18403505,-1.97758258,0.11998163,0.05349818,-0.05775356,-0.05952524,-0.68578836
1.43696534,-1.38735305,-0.82290070,2.27801354,-0.04989742,1.56651472,0.28594733,0.62481621,0.63576882,0.29452717
0.51812954,0.11211833,-1.09030860,0.70773048,-0.07273284,0.70348830,-0.30952336,0.30887025,-1.17530163,-0.52230021
-0.52477116,-1.71827705,-3.50984238,-1.00309983,1.97400270,0.18844294,0.17741041,0.18134527,0.91908942,0.92861797
-0.19144031,-1.71149441,-0.67700991,1.10043831,1.20506911,0.81909257,0.05942442,-0.72092517,0.49329383,0.03208858
-0.96537017,-0.86084404,-1.55749118,1.95494600,-2.48586581,-0.18687977,-0.45050840,1.13507313,0.05680335,0.91918780
-0.12849574,-1.02276468,-0.25488046,1.60706309,-1.36216599,-1.12220219,-0.45991809,0.75103704,0.06084375,-2.21713718
-0.33465198,-1.99621653,0.48333882,0.35563016,-1.74467178,0.94734134,-0.73930238,0.03103300,0.98694333,0.05603619
-0.36746333,0.59062728,-0.49618203,0.19954713,-1.09924552,1.90221281,0.85243491,-0.33683013,-2.34517190,-0.00867612
0.43440325,0.53724764,-0.53879613,-2.36552908,-0.69217945,1.54919911,0.08633816,2.24533359,-2.44025167,-1.04590521
-0.20285920,-1.34293543,-0.98747157,-0.04365704,-2.92175539,-0.15080238,-0.66576378,-0.51162960,2.09385615,0.51493513
-0.25086943,-3.62532337,-2.30054278,-0.85748574,-0.25237686,0.32350085,0.20523747,3.04132288,0.20328758,-0.22567218
-1.56842665,-0.48843826,-0.72188551,1.03052971,-1.73091132,1.85485860,-1.02873357,0.03819038,0.63127683,1.01746819
0.26618452,-0.28418274,-0.48621444,-1.50580981,-1.61260687,-0.61193435,-1.25881875,-0.28256885,-2.81342367,-1.16263661
0.29595774,-0.50583425,-1.17895255,2.28577763,-1.08530806,-0.00948206,-0.59997925,0.50674238,-0.62051256,-1.01131029
0.39893029,-2.20718861,0.01681296,-0.28563764,1.12709603,0.51573062,-1.18026307,1.23309341,-0.44525302,0.82928507
0.12578461,1.74952135,-0.09114088,0.73231856,-0.73779512,1.38157497,0.37319099,-3.45746272,0.56996274,-0.00883205
1.75998485,-1.39357297,0.51311558,-0.34345893,-0.81718545,1.21239993,0.97449689,1.24414313,1.45126036,-0.97594753
0.35044988,-2.81868874,-0.37677763,-1.68308352,0.74668399,0.05931771,-1.29985251,0.27887242,0.32058466,-0.76135803
1.10607031,-3.12105608,0.06361381,0.23830658,-1.99591961,0.50601264,0.08745283,-0.27970285,0.14181263,0.08160388
0.41312621,-0.16081365,-0.08479838,-0.30435840,-0.85233293,1.97527431,0.69005420,-0.11896879,-1.67423163,-0.19949739
2.42999799,-1.16599552,-0.89193843,0.14450954,-1.51017180,2.29832407,0.00802245,0.80412409,-0.05920550,-1.20065753
0.74665447,-0.89919160,-0.57675398,2.08301491,0.40414726,1.16135328,0.30896714,-0.84918268,1.72602220,0.77822490
-0.95738998,0.03258454,-1.60189299,0.36898936,1.17440299,1.66527727,0.25671839,1.03130918,-2.65925318,-1.33577514
0.84119903,0.16870633,-0.87770156,-0.55220323,1.95064612,2.16358762,1.14967159,2.44816609,-1.60096798,-1.46463926
0.61580828,-0.88446308,-1.87936117,2.19281118,-1.93344109,-0.29848174,-1.18348784,0.32891546,-0.71456990,-0.28037629
0.78720967,-0.35463720,-2.05319294,3.45667609,-1.60162371,2.64800564,0.79932518,-1.46531494,-2.08976773,0.23820583
