-0.91034550,-0.34715151,-0.18465725,-0.65274239,-0.82760577,2.38462480,-0.56676163,-0.27043282,-1.83882568,-1.85009047
0.61826295,-1.59702048,-1.52849052,2.88088379,-0.23438686,-0.37360884,-0.17807986,0.88959924,0.05310166,-0.45852626
1.66529246,0.91623336,-1.71615732,-0.90729816,-0.92411151,2.25964384,-0.09628263,-0.72585084,-0.14638935,1.40058253
1.20664731,-0.93107757,-1.24003200,-0.41433899,-0.08610600,-1.60422673,-0.37280770,-0.53651177,0.75792862,0.55570193
0.85861773,-0.13963087,0.68779986,-0.46377784,-0.89820179,1.03894409,0.25911999,2.44888238,-1.99836347,0.20401592
-1.99014447,0.08278410,0.61761460,-2.05087758,-1.24507985,1.68168531,2.14531145,-2.97923844,-0.95736490,0.80864379
0.66886443,-0.72273134,-0.37501001,-1.37826389,-1.78390362,-0.84277279,-0.09413017,-1.07543289,0.37494891,0.38761759
0.23897181,-2.08240345,0.08161738,-0.73813899,-2.13881683,-0.22986707,-0.04067144,-0.32355932,-0.07249304,-2.01739103
2.21472299,-0.63265034,-0.08039443,-0.89489613,-1.27154058,0.69141218,-1.84728574,-1.39787107,-1.38550518,-0.48493631
-1.38072313,-1.61381894,-2.28282089,1.18122801,0.69112285,-0.08195643,-0.22394551,-0.40360447,1.42995890,0.52320694
0.26047202,0.59808888,-1.77301111,1.50058622,-0.68759829,3.66166172,0.46845115,0.37539320,-2.16660302,0.00071822
-0.99318973,-3.72668613,-0.22445538,-2.45221764,-1.78907455,-0.01877929,-1.65119212,-0.86214030,0.59573921,-0.43168681
0.89335992,0.23786157,-0.63929165,-1.95522119,0.84835744,1.98532453,0.46091943,-0.12516690,-2.30461195,2.40161016
0.68057447,-1.47882244,-2.12341763,1.88901062,0.56401250,0.60137143,-0.10789906,0.42015851,1.34768808,0.75005715
1.22975820,-1.66678441,-1.84321654,2.64268815,1.20113936,0.29758640,-0.00248669,2.23724433,1.61768050,0.16968476
1.17706452,-1.10953817,0.28178120,0.44395535,-0.18903220,0.61281982,0.52763850,-0.52705242,-0.13686532,0.76039310
2.38749370,-1.15361808,0.11269017,-1.45858161,0.35943203,-1.32711827,-0.91369758,0.58710745,0.14950677,0.17551461
-0.69402316,-1.50244637,-1.28003915,1.24677460,1.84638843,1.32382744,1.11882851,-2.73371987,-0.45145052,1.18256663
-1.21486004,0.94299058,-0.61064133,1.81465426,-1.49438861,0.81439329,0.47484258,-1.90224494,-1.54428525,0.28100431
-1.44428748,-1.31465279,1.58225911,0.29973098,-0.60667796,-0.09100501,-0.18347791,0.41581489,0.51599325,-1.96615262
-0.63255108,-0.15687257,-1.15907377,0.44249195,-1.35995916,1.74649037,0.19817745,1.29478395,-0.76028505,-0.55688541
-0.64252512,-3.90731061,-1.88368956,-0.28778947,-0.59360691,0.00652754,-1.21746793,0.32676759,-0.20031719,0.71904399
1.79521286,-0.02714092,0.39469850,0.21567797,-1.85830973,2.69422203,0.78195779,-1.28406929,-2.03727567,-1.14942740
0.39580682,-1.32870475,-1.66660863,1.39269668,-1.27109556,2.46196408,-0.40754755,0.49152068,-0.01102601,0.20088436
